order_id,customer_id,restaurant_id,restaurant_city,delivery_city,order_time,pickup_time,delivery_time,delivery_status,delivery_partner_id,order_amount,payment_mode,rating
O199237,C6677,R292,Hyderabad,Chennai,2026-01-12 00:32:00,2026-01-12 00:38:00,2026-01-12 01:08:00,DELIVERED,D939,invalid,DebitCard,2.7
O199238,C7107,R162,Hyderabad,Bangalore,2026/01/22 02:38:00,2026-01-22 02:36:00,2026-01-22 02:54:00,CANCELLED,D740,1213,COD,
O199239,C3222,R824,Pune,Chennai,2026-01-30 12:31:00,2026-01-30 12:53:00,2026-01-30 13:11:00,PLACED,D766,1269,Wallet,
O199240,C5494,R700,Kolkata,Bangalore,2026-01-01 12:36:00,2026-01-01 12:51:00,2026-01-01 13:26:00,PICKED,D222,669,UPI,
O199241,C5938,R153,Chennai,Bangalore,2026-01-12 23:03:00,2026-01-12 23:04:00,2026-01-12 23:43:00,CANCELLED,D411,1759,DebitCard,
O199242,C7833,R998,Kolkata,Bangalore,2026-01-27 10:05:00,,,CANCELLED,D523,1389,UPI,
O199243,C5389,R352,Bangalore,Hyderabad,2026-02-03 00:41:00,2026-02-03 00:36:00,2026-02-03 00:54:00,PICKED,D737,2357,UPI,
O199244,C1425,R287,Chennai,Hyderabad,2026-01-26 21:24:00,2026-01-26 21:40:00,2026-01-26 22:10:00,PICKED,D266,2449,COD,
O199245,C1084,R727,Kolkata,Hyderabad,2026-01-25 14:02:00,2026-01-25 14:25:00,2026-01-25 15:05:00,DELIVERED,D836,,COD,1.5
O199246,C7593,R362,Delhi,Hyderabad,17/01/2026 08:51:00,2026-01-17 08:48:00,2026-01-17 08:53:00,PLACED,D166,1429,UPI,
O199247,C9710,R833,Bangalore,Chennai,2026-01-23 20:57:00,2026-01-23 20:57:00,2026-01-23 21:47:00,PLACED,D925,638,UPI,
O199248,C2949,R342,Bangalore,Chennai,2026-01-03 06:41:00,2026-01-03 06:57:00,2026-01-03 07:06:00,PLACED,D330,1042,UPI,
O199249,C3147,R688,Hyderabad,Mumbai,2026-01-04 03:42:00,2026-01-04 03:45:00,2026-01-04 03:57:00,PICKED,D949,1596,UPI,
O199250,C2405,R812,Kolkata,Kolkata,2026-01-11 04:41:00,2026-01-11 04:50:00,2026-01-11 04:59:00,PICKED,D255,527,DebitCard,
O199251,C1522,R831,Hyderabad,Delhi,2026-02-03 23:52:00,2026-02-04 00:22:00,2026-02-04 00:22:00,PLACED,D551,798,COD,
O199252,C5375,R757,Kolkata,Mumbai,2026-01-25 17:23:00,2026-01-25 17:44:00,2026-01-25 18:11:00,DELIVERED,D695,1642,UPI,2.1
O199253,C4903,R463,Hyderabad,Bangalore,2026-01-14 22:28:00,,2026-01-14 22:58:00,PICKED,D261,1994,UPI,
O199254,C2563,R517,Hyderabad,Chennai,2026-01-17 05:53:00,2026-01-17 05:52:00,2026-01-17 06:20:00,PICKED,D746,966,DebitCard,
O199255,C8656,R850,Delhi,Chennai,2026-02-02 15:33:00,2026-02-02 15:32:00,,CANCELLED,D367,1532,CreditCard,
O199256,C7086,R309,Bangalore,Kolkata,2026-01-09 03:42:00,2026-01-09 03:44:00,2026-01-09 03:41:00,PLACED,D678,invalid,COD,
O199257,C7370,R776,Delhi,Chennai,2026-01-08 14:58:00,2026-01-08 15:23:00,2026-01-08 15:53:00,DELIVERED,D534,2080,COD,1.8
O199258,C5516,R702,Chennai,Pune,2026-01-03 08:12:00,2026-01-03 08:09:00,2026-01-03 08:27:00,PICKED,D406,1282,Wallet,
O199259,C3377,R765,Mumbai,Pune,2026-01-12 02:06:00,2026-01-12 02:24:00,2026-01-12 03:24:00,CANCELLED,D343,467,DebitCard,
O199260,C6682,R922,Pune,Kolkata,2026-01-09 09:19:00,2026-01-09 09:45:00,2026-01-09 10:00:00,PICKED,D970,2051,COD,
O199261,C1762,R411,Kolkata,Bangalore,2026-01-19 06:26:00,2026-01-19 06:39:00,2026-01-19 07:18:00,CANCELLED,D870,2144,CreditCard,
O199262,C4862,R376,Kolkata,Pune,2026-01-29 11:09:00,2026-01-29 11:04:00,2026-01-29 11:54:00,PICKED,D566,"7,448",COD,
O199263,C6946,R260,Mumbai,Delhi,06/01/2026 03:01:00,2026-01-06 03:06:00,2026-01-06 03:56:00,DELIVERED,D508,1658,UPI,4.3
O199264,C4657,R686,Chennai,Hyderabad,2026-01-28 22:29:00,,2026-01-28 23:15:00,PLACED,D913,1092,UPI,
O199265,C6859,R740,Chennai,Pune,2026-01-05 00:50:00,2026-01-05 01:04:00,2026-01-05 00:56:00,PLACED,D562,206,Wallet,
O199266,C7596,R241,Mumbai,Bangalore,2026-02-01 07:09:00,2026-02-01 07:36:00,2026-02-01 08:25:00,PLACED,D125,1991,Wallet,
O199267,C9721,R481,Pune,Bangalore,2026/01/26 10:29:00,2026-01-26 10:58:00,2026-01-26 11:21:00,PLACED,D187,1637,DebitCard,
O199268,C4531,R751,Bangalore,Kolkata,2026-01-11 16:24:00,2026-01-11 16:45:00,,CANCELLED,D257,,COD,
O199269,C3239,R237,Pune,Hyderabad,2026-01-29 14:33:00,2026-01-29 14:39:00,2026-01-29 15:26:00,PICKED,D564,964,UPI,
O199270,C3201,R887,Mumbai,Delhi,2026-02-04 05:02:00,2026-02-04 05:28:00,2026-02-04 06:02:00,DELIVERED,D946,1966,UPI,1.8
O199271,C1854,R307,Delhi,Hyderabad,2026-01-17 03:23:00,2026-01-17 03:50:00,2026-01-17 04:29:00,CANCELLED,D184,2444,CreditCard,
O199272,C6917,R333,Mumbai,Delhi,2026-01-21 12:05:00,2026-01-21 12:17:00,2026-01-21 12:59:00,CANCELLED,D198,226,COD,
O199273,C6047,R198,Hyderabad,Delhi,2026-01-28 16:08:00,2026-01-28 16:04:00,2026-01-28 16:18:00,CANCELLED,D922,1183,CreditCard,
O199274,C1888,R209,Pune,Delhi,2026-01-08 18:53:00,2026-01-08 19:01:00,2026-01-08 19:03:00,PICKED,D751,332,CreditCard,
O199275,C2581,R178,Pune,Chennai,2026-01-26 17:17:00,,2026-01-26 18:00:00,DELIVERED,D636,invalid,Wallet,3.7
O199276,C6841,R343,Chennai,Bangalore,2026-01-20 10:19:00,2026-01-20 10:21:00,2026-01-20 10:25:00,PLACED,D526,488,UPI,
O199277,C1399,R398,Mumbai,Hyderabad,2026-01-31 02:52:00,2026-01-31 03:18:00,2026-01-31 03:31:00,PLACED,D347,802,CreditCard,
O199278,C3291,R925,Chennai,Kolkata,2026-01-22 05:43:00,2026-01-22 06:07:00,2026-01-22 06:04:00,DELIVERED,D709,967,Wallet,1.3
O199279,C7870,R944,Delhi,Kolkata,2026-02-04 11:28:00,2026-02-04 11:29:00,2026-02-04 11:28:00,DELIVERED,D506,1291,DebitCard,3.5
O199280,C9090,R762,Hyderabad,Mumbai,08/01/2026 00:31:00,2026-01-08 00:30:00,2026-01-08 01:15:00,DELIVERED,D796,1879,DebitCard,1.7
O199281,C1806,R903,Kolkata,Bangalore,2026-01-14 20:52:00,2026-01-14 20:56:00,,PLACED,D832,714,DebitCard,
O199282,C2057,R977,Kolkata,Hyderabad,2026-01-15 14:38:00,2026-01-15 15:03:00,2026-01-15 15:38:00,PLACED,D405,627,UPI,
O199283,C8462,R698,Bangalore,Delhi,2026-01-06 22:34:00,2026-01-06 22:43:00,2026-01-06 23:23:00,PICKED,D854,1420,CreditCard,
O199284,C9693,R342,Mumbai,Chennai,2026-01-29 14:10:00,2026-01-29 14:25:00,2026-01-29 15:19:00,CANCELLED,D952,1594,COD,
O199285,C4309,R956,Hyderabad,Chennai,2026-02-02 21:17:00,2026-02-02 21:19:00,2026-02-02 21:15:00,PICKED,D889,1740,CreditCard,
O199286,C5655,R107,Kolkata,Bangalore,2026-01-04 22:53:00,,2026-01-04 23:21:00,DELIVERED,D838,1057,UPI,3.3
O199287,C7147,R130,Bangalore,Pune,2026-01-29 00:02:00,2026-01-29 00:21:00,2026-01-29 01:02:00,PICKED,D974,860,Wallet,
O199288,C5239,R201,Mumbai,Mumbai,2026-01-14 21:44:00,2026-01-14 22:09:00,2026-01-14 22:32:00,PLACED,D435,2416,CreditCard,
O199289,C6775,R317,Delhi,Kolkata,2026-01-03 12:23:00,2026-01-03 12:46:00,2026-01-03 12:45:00,DELIVERED,D246,1370,UPI,2.4
O199290,C2601,R776,Kolkata,Bangalore,2026-01-12 14:59:00,2026-01-12 14:54:00,2026-01-12 15:09:00,PLACED,D876,1568,Wallet,
O199291,C8714,R401,Mumbai,Pune,2026-01-16 04:47:00,2026-01-16 05:05:00,2026-01-16 05:03:00,PICKED,D274,,DebitCard,
O199292,C4393,R264,Bangalore,Chennai,2026-01-22 16:11:00,2026-01-22 16:20:00,2026-01-22 17:01:00,PLACED,D852,2370,DebitCard,
O199293,C3207,R188,Mumbai,Hyderabad,2026-02-01 10:13:00,2026-02-01 10:18:00,2026-02-01 10:37:00,CANCELLED,D201,"6,723",DebitCard,
O199294,C1039,R172,Chennai,Delhi,2026-01-10 07:12:00,2026-01-10 07:39:00,,CANCELLED,D919,invalid,UPI,
O199295,C6743,R719,Delhi,Chennai,2026-01-17 15:46:00,2026-01-17 15:52:00,2026-01-17 15:50:00,PLACED,D331,2445,UPI,
O199296,C9700,R614,Mumbai,Chennai,2026/01/25 17:55:00,2026-01-25 18:18:00,2026-01-25 18:47:00,CANCELLED,D915,1967,Wallet,
O199297,C3260,R866,Delhi,Delhi,30/01/2026 03:57:00,,2026-01-30 04:47:00,PICKED,D206,1585,DebitCard,
O199298,C1052,R462,Hyderabad,Bangalore,2026-01-04 19:46:00,2026-01-04 19:43:00,2026-01-04 20:02:00,PLACED,D949,1789,DebitCard,
O199299,C9603,R242,Chennai,Delhi,2026-01-23 18:53:00,2026-01-23 18:52:00,2026-01-23 19:44:00,CANCELLED,D686,2042,CreditCard,
O199300,C6854,R294,Pune,Chennai,2026-01-31 03:59:00,2026-01-31 04:04:00,2026-01-31 04:42:00,PICKED,D828,505,UPI,
O199301,C6505,R776,Mumbai,Pune,2026-01-24 06:28:00,2026-01-24 06:52:00,2026-01-24 07:47:00,PLACED,D522,1064,CreditCard,
O199302,C4309,R156,Delhi,Chennai,2026-01-29 19:13:00,2026-01-29 19:29:00,2026-01-29 19:24:00,DELIVERED,D845,2420,COD,4.2
O199303,C5022,R663,Delhi,Bangalore,2026-02-04 13:32:00,2026-02-04 13:47:00,2026-02-04 14:14:00,CANCELLED,D242,1123,DebitCard,
O199304,C2777,R125,Pune,Bangalore,2026-01-30 20:35:00,2026-01-30 20:30:00,2026-01-30 21:08:00,PICKED,D799,345,UPI,
O199305,C2483,R899,Hyderabad,Hyderabad,2026-01-05 22:59:00,2026-01-05 23:26:00,2026-01-05 23:47:00,PICKED,D667,884,CreditCard,
O199306,C7741,R544,Mumbai,Hyderabad,2026-01-08 08:17:00,2026-01-08 08:41:00,2026-01-08 08:33:00,PLACED,D749,2154,UPI,
O199307,C2208,R426,Delhi,Chennai,2026-01-14 00:19:00,2026-01-14 00:26:00,,PICKED,D398,645,CreditCard,
O199308,C3461,R180,Hyderabad,Mumbai,2026-02-02 22:25:00,,2026-02-02 23:30:00,CANCELLED,D221,942,DebitCard,
O199309,C9793,R262,Kolkata,Delhi,2026-01-29 04:47:00,2026-01-29 05:13:00,2026-01-29 05:25:00,CANCELLED,D897,1328,UPI,
O199310,C4560,R897,Chennai,Delhi,2026-02-03 03:58:00,2026-02-03 04:17:00,2026-02-03 04:40:00,DELIVERED,D666,1450,UPI,3.5
O199311,C3865,R847,Delhi,Hyderabad,2026-01-01 23:29:00,2026-01-01 23:58:00,2026-01-01 23:48:00,PICKED,D622,1530,CreditCard,
O199312,C5249,R316,Hyderabad,Chennai,2026-01-09 15:51:00,2026-01-09 16:03:00,2026-01-09 16:30:00,CANCELLED,D773,1951,CreditCard,
O199313,C3176,R906,Bangalore,Kolkata,2026-01-14 15:53:00,2026-01-14 15:55:00,2026-01-14 16:48:00,PLACED,D285,invalid,UPI,
O199314,C5598,R144,Bangalore,Kolkata,17/01/2026 02:15:00,2026-01-17 02:21:00,2026-01-17 02:18:00,PLACED,D806,,COD,
O199315,C3628,R125,Hyderabad,Mumbai,2026-01-07 20:49:00,2026-01-07 20:59:00,2026-01-07 21:04:00,PLACED,D786,337,COD,
O199316,C3436,R641,Pune,Pune,2026-01-03 06:01:00,2026-01-03 06:21:00,2026-01-03 06:12:00,CANCELLED,D843,1357,Wallet,
O199317,C7095,R366,Mumbai,Bangalore,2026-01-03 14:37:00,2026-01-03 15:00:00,2026-01-03 15:54:00,DELIVERED,D806,761,CreditCard,4.1
O199318,C3670,R542,Hyderabad,Hyderabad,2026-01-09 10:34:00,2026-01-09 10:52:00,2026-01-09 11:49:00,DELIVERED,D718,1911,DebitCard,1.7
O199319,C5426,R376,Delhi,Hyderabad,2026-01-02 02:38:00,,2026-01-02 03:31:00,DELIVERED,D501,621,DebitCard,3.7
O199320,C3674,R304,Mumbai,Hyderabad,2026-01-19 20:25:00,2026-01-19 20:51:00,,PICKED,D448,1376,UPI,
O199321,C6177,R798,Chennai,Delhi,2026-02-03 19:14:00,2026-02-03 19:27:00,2026-02-03 20:17:00,DELIVERED,D554,1996,UPI,1.3
O199322,C2726,R763,Mumbai,Mumbai,2026-01-04 07:29:00,2026-01-04 07:39:00,2026-01-04 08:02:00,PLACED,D811,1594,UPI,
O199323,C7940,R913,Pune,Mumbai,2026-01-02 01:05:00,2026-01-02 01:22:00,2026-01-02 02:12:00,PICKED,D759,983,CreditCard,
O199324,C8477,R938,Kolkata,Delhi,2026-01-18 11:07:00,2026-01-18 11:19:00,2026-01-18 12:06:00,DELIVERED,D834,"3,401",COD,4.4
O199325,C4525,R149,Chennai,Kolkata,2026/01/06 00:25:00,2026-01-06 00:37:00,2026-01-06 01:18:00,DELIVERED,D605,661,DebitCard,2.5
O199326,C2497,R531,Bangalore,Chennai,2026-01-23 20:19:00,2026-01-23 20:42:00,2026-01-23 21:05:00,PICKED,D662,228,DebitCard,
O199327,C3987,R808,Kolkata,Hyderabad,2026-01-22 21:05:00,2026-01-22 21:05:00,2026-01-22 21:47:00,PICKED,D658,1000,Wallet,
O199328,C6505,R835,Mumbai,Chennai,2026-01-29 22:06:00,2026-01-29 22:08:00,2026-01-29 21:58:00,DELIVERED,D401,1151,COD,1.8
O199329,C3209,R990,Bangalore,Chennai,2026-01-23 13:26:00,2026-01-23 13:53:00,2026-01-23 13:51:00,PICKED,D790,1291,Wallet,
O199330,C3299,R320,Bangalore,Bangalore,2026-01-05 12:50:00,,2026-01-05 13:38:00,DELIVERED,D904,822,Wallet,2.0
O199331,C2251,R242,Pune,Kolkata,01/01/2026 14:03:00,2026-01-01 14:02:00,2026-01-01 14:57:00,PLACED,D645,2153,Wallet,
O199332,C6175,R730,Chennai,Chennai,2026-01-23 16:14:00,2026-01-23 16:18:00,2026-01-23 16:23:00,PLACED,D451,invalid,CreditCard,
O199333,C9901,R951,Hyderabad,Delhi,2026-01-22 02:27:00,2026-01-22 02:27:00,,CANCELLED,D199,536,DebitCard,
O199334,C8595,R377,Chennai,Delhi,2026-01-05 18:00:00,2026-01-05 18:04:00,2026-01-05 18:23:00,PICKED,D554,1332,COD,
O199335,C3848,R576,Kolkata,Bangalore,2026-01-02 20:36:00,2026-01-02 20:37:00,2026-01-02 20:48:00,PICKED,D653,2118,DebitCard,
O199336,C9826,R563,Chennai,Pune,2026-01-18 04:50:00,2026-01-18 04:52:00,2026-01-18 05:00:00,PLACED,D437,1717,UPI,
O199337,C8438,R357,Kolkata,Chennai,2026-01-26 05:13:00,2026-01-26 05:28:00,2026-01-26 05:42:00,PLACED,D970,,Wallet,
O199338,C4985,R327,Bangalore,Delhi,2026-01-09 11:04:00,2026-01-09 11:20:00,2026-01-09 11:29:00,PLACED,D330,1131,DebitCard,
O199339,C6094,R405,Pune,Chennai,2026-01-09 07:10:00,2026-01-09 07:25:00,2026-01-09 08:11:00,DELIVERED,D286,1794,Wallet,4.3
O199340,C1918,R364,Pune,Delhi,2026-01-07 11:43:00,2026-01-07 12:12:00,2026-01-07 13:12:00,CANCELLED,D963,1458,UPI,
O199341,C7118,R396,Kolkata,Chennai,2026-01-28 06:05:00,,2026-01-28 06:37:00,PICKED,D192,1176,UPI,
O199342,C9642,R358,Hyderabad,Delhi,2026-01-28 18:25:00,2026-01-28 18:39:00,2026-01-28 19:34:00,DELIVERED,D870,438,CreditCard,2.7
O199343,C1485,R928,Bangalore,Chennai,2026-01-31 10:50:00,2026-01-31 10:47:00,2026-01-31 10:46:00,CANCELLED,D863,1717,CreditCard,
O199344,C2478,R746,Pune,Bangalore,2026-01-11 10:44:00,2026-01-11 10:41:00,2026-01-11 11:04:00,DELIVERED,D560,355,DebitCard,3.8
O199345,C6068,R566,Pune,Hyderabad,2026-01-31 14:37:00,2026-01-31 14:32:00,2026-01-31 15:02:00,DELIVERED,D528,392,UPI,3.9
O199346,C4503,R232,Hyderabad,Delhi,2026-02-04 22:30:00,2026-02-04 22:50:00,,CANCELLED,D669,2313,COD,
O199347,C7041,R787,Mumbai,Kolkata,2026-01-01 23:17:00,2026-01-01 23:44:00,2026-01-02 00:16:00,PICKED,D639,285,CreditCard,
O199348,C7801,R993,Hyderabad,Hyderabad,27/01/2026 20:18:00,2026-01-27 20:29:00,2026-01-27 20:30:00,PLACED,D733,2367,CreditCard,
O199349,C8712,R627,Bangalore,Delhi,2026-01-14 03:57:00,2026-01-14 03:57:00,2026-01-14 03:55:00,CANCELLED,D893,672,Wallet,
O199350,C4362,R281,Mumbai,Chennai,2026-01-13 15:48:00,2026-01-13 16:06:00,2026-01-13 16:42:00,DELIVERED,D421,1376,DebitCard,4.9
O199351,C7994,R458,Mumbai,Delhi,2026-01-26 21:27:00,2026-01-26 21:26:00,2026-01-26 21:19:00,CANCELLED,D338,invalid,COD,
O199352,C3126,R386,Kolkata,Delhi,2026-01-19 15:37:00,,2026-01-19 16:36:00,PLACED,D359,1860,Wallet,
O199353,C5699,R147,Delhi,Mumbai,2026-02-03 07:07:00,2026-02-03 07:14:00,2026-02-03 07:34:00,DELIVERED,D695,1388,DebitCard,3.0
O199354,C7618,R454,Bangalore,Delhi,2026/01/21 08:29:00,2026-01-21 08:58:00,2026-01-21 09:13:00,CANCELLED,D407,2331,UPI,
O199355,C1898,R596,Pune,Delhi,2026-01-30 09:12:00,2026-01-30 09:17:00,2026-01-30 10:16:00,CANCELLED,D663,"1,133",COD,
O199356,C7708,R740,Chennai,Kolkata,2026-01-13 03:14:00,2026-01-13 03:29:00,2026-01-13 03:56:00,PICKED,D430,2090,CreditCard,
O199357,C8878,R958,Pune,Hyderabad,2026-02-01 02:16:00,2026-02-01 02:26:00,2026-02-01 02:24:00,DELIVERED,D283,1942,COD,2.1
O199358,C2703,R939,Bangalore,Chennai,2026-02-01 06:09:00,2026-02-01 06:33:00,2026-02-01 06:53:00,DELIVERED,D489,568,Wallet,1.3
O199359,C9504,R360,Pune,Chennai,2026-01-26 18:55:00,2026-01-26 18:58:00,,PLACED,D418,389,COD,
O199360,C8278,R423,Pune,Chennai,2026-01-04 23:14:00,2026-01-04 23:21:00,2026-01-04 23:33:00,PLACED,D224,,CreditCard,
O199361,C9375,R623,Mumbai,Chennai,2026-01-21 05:10:00,2026-01-21 05:33:00,2026-01-21 06:31:00,PLACED,D896,1697,CreditCard,
O199362,C7469,R475,Hyderabad,Pune,2026-02-04 02:39:00,2026-02-04 02:55:00,2026-02-04 03:18:00,DELIVERED,D923,1790,UPI,4.1
O199363,C2635,R155,Delhi,Bangalore,2026-01-28 00:21:00,,2026-01-28 00:48:00,PLACED,D809,2112,Wallet,
O199364,C1922,R539,Bangalore,Delhi,2026-01-28 05:38:00,2026-01-28 06:00:00,2026-01-28 06:41:00,PLACED,D470,225,CreditCard,
O199365,C5798,R809,Bangalore,Bangalore,16/01/2026 16:24:00,2026-01-16 16:27:00,2026-01-16 17:10:00,PLACED,D506,1440,UPI,
O199366,C9379,R262,Bangalore,Delhi,2026-01-15 13:17:00,2026-01-15 13:46:00,2026-01-15 13:42:00,PLACED,D700,1485,UPI,
O199367,C4850,R314,Kolkata,Pune,2026-01-10 18:08:00,2026-01-10 18:36:00,2026-01-10 19:00:00,DELIVERED,D850,1197,COD,3.4
O199368,C2768,R510,Mumbai,Bangalore,2026-01-30 21:57:00,2026-01-30 22:24:00,2026-01-30 23:12:00,DELIVERED,D680,301,Wallet,3.3
O199369,C9453,R208,Bangalore,Chennai,2026-01-16 14:15:00,2026-01-16 14:33:00,2026-01-16 15:14:00,CANCELLED,D536,1659,UPI,
O199370,C6415,R107,Hyderabad,Chennai,2026-01-05 12:48:00,2026-01-05 12:58:00,2026-01-05 13:17:00,DELIVERED,D506,invalid,UPI,1.1
O199371,C6717,R111,Mumbai,Mumbai,2026-01-11 00:10:00,2026-01-11 00:36:00,2026-01-11 00:39:00,DELIVERED,D795,1572,UPI,3.0
O199372,C6731,R211,Delhi,Mumbai,2026-02-02 16:56:00,2026-02-02 17:21:00,,CANCELLED,D649,1160,DebitCard,
O199373,C5457,R678,Kolkata,Pune,2026-01-30 16:48:00,2026-01-30 17:17:00,2026-01-30 17:57:00,DELIVERED,D909,314,CreditCard,3.5
O199374,C3109,R756,Bangalore,Bangalore,2026-02-04 07:57:00,,2026-02-04 08:58:00,PLACED,D524,1294,Wallet,
O199375,C4146,R709,Hyderabad,Kolkata,2026-01-22 23:58:00,2026-01-23 00:01:00,2026-01-23 00:28:00,PLACED,D781,2459,Wallet,
O199376,C3886,R952,Mumbai,Hyderabad,2026-01-23 01:05:00,2026-01-23 01:15:00,2026-01-23 01:19:00,CANCELLED,D953,1728,UPI,
O199377,C4286,R743,Bangalore,Hyderabad,2026-01-11 17:49:00,2026-01-11 17:55:00,2026-01-11 18:00:00,DELIVERED,D289,207,UPI,1.9
O199378,C8640,R254,Pune,Pune,2026-01-15 00:58:00,2026-01-15 01:21:00,2026-01-15 01:55:00,PLACED,D226,1304,UPI,
O199379,C5253,R507,Delhi,Hyderabad,2026-01-08 03:42:00,2026-01-08 03:40:00,2026-01-08 04:18:00,PICKED,D622,2419,UPI,
O199380,C9886,R228,Hyderabad,Bangalore,2026-01-17 13:12:00,2026-01-17 13:07:00,2026-01-17 13:41:00,PLACED,D850,1616,COD,
O199381,C5256,R263,Delhi,Pune,2026-01-23 19:42:00,2026-01-23 20:07:00,2026-01-23 20:47:00,DELIVERED,D902,1876,Wallet,1.6
O199382,C7122,R172,Kolkata,Hyderabad,10/01/2026 21:31:00,2026-01-10 21:33:00,2026-01-10 21:43:00,DELIVERED,D548,1364,COD,3.2
O199383,C5402,R429,Bangalore,Hyderabad,2026/02/01 02:57:00,2026-02-01 03:13:00,2026-02-01 04:11:00,CANCELLED,D707,,UPI,
O199384,C2567,R651,Delhi,Delhi,2026-01-11 23:22:00,2026-01-11 23:52:00,2026-01-12 00:06:00,CANCELLED,D227,633,DebitCard,
O199385,C9138,R724,Delhi,Kolkata,2026-02-01 19:21:00,,,CANCELLED,D449,1649,Wallet,
O199386,C7673,R806,Hyderabad,Delhi,2026-01-20 10:09:00,2026-01-20 10:20:00,2026-01-20 10:29:00,PLACED,D456,"5,759",COD,
O199387,C9309,R357,Chennai,Bangalore,2026-01-26 07:57:00,2026-01-26 08:07:00,2026-01-26 08:09:00,DELIVERED,D668,387,CreditCard,3.9
O199388,C2730,R671,Kolkata,Hyderabad,2026-02-03 08:44:00,2026-02-03 09:08:00,2026-02-03 10:03:00,PLACED,D911,1022,COD,
O199389,C5717,R275,Chennai,Pune,2026-02-04 11:52:00,2026-02-04 12:11:00,2026-02-04 12:09:00,PLACED,D458,invalid,DebitCard,
O199390,C6459,R432,Kolkata,Bangalore,2026-01-11 11:31:00,2026-01-11 11:34:00,2026-01-11 12:01:00,PLACED,D879,2134,Wallet,
O199391,C3005,R481,Hyderabad,Mumbai,2026-01-20 05:34:00,2026-01-20 05:34:00,2026-01-20 06:27:00,CANCELLED,D309,826,COD,
O199392,C4147,R720,Pune,Delhi,2026-01-29 17:39:00,2026-01-29 18:05:00,2026-01-29 18:26:00,CANCELLED,D836,1020,CreditCard,
O199393,C9074,R118,Mumbai,Pune,2026-01-19 14:32:00,2026-01-19 14:48:00,2026-01-19 14:38:00,DELIVERED,D342,276,UPI,4.9
O199394,C1365,R548,Hyderabad,Hyderabad,2026-01-09 15:32:00,2026-01-09 15:30:00,2026-01-09 16:19:00,PICKED,D119,2150,UPI,
O199395,C6523,R468,Hyderabad,Mumbai,2026-01-30 19:04:00,2026-01-30 19:31:00,2026-01-30 20:26:00,PICKED,D647,235,Wallet,
O199396,C8097,R325,Pune,Mumbai,2026-01-12 01:45:00,,2026-01-12 02:14:00,PICKED,D817,2483,DebitCard,
O199397,C4681,R451,Mumbai,Bangalore,2026-01-15 09:45:00,2026-01-15 09:42:00,2026-01-15 09:57:00,CANCELLED,D562,1356,DebitCard,
O199398,C3847,R345,Bangalore,Pune,2026-01-06 11:23:00,2026-01-06 11:37:00,,PICKED,D190,1750,UPI,
O199399,C2626,R282,Hyderabad,Delhi,20/01/2026 14:30:00,2026-01-20 14:40:00,2026-01-20 14:57:00,PLACED,D953,600,CreditCard,
O199400,C1067,R758,Pune,Kolkata,2026-01-03 00:46:00,2026-01-03 00:53:00,2026-01-03 00:51:00,CANCELLED,D918,1878,COD,
O199401,C8223,R122,Kolkata,Kolkata,2026-01-08 13:19:00,2026-01-08 13:23:00,2026-01-08 13:42:00,DELIVERED,D595,227,CreditCard,1.5
O199402,C7828,R290,Delhi,Kolkata,2026-02-04 20:13:00,2026-02-04 20:32:00,2026-02-04 21:07:00,DELIVERED,D415,887,COD,3.5
O199403,C9015,R151,Hyderabad,Mumbai,2026-01-04 08:40:00,2026-01-04 09:10:00,2026-01-04 10:03:00,DELIVERED,D614,337,Wallet,1.1
O199404,C9079,R366,Chennai,Kolkata,2026-01-25 12:15:00,2026-01-25 12:28:00,2026-01-25 13:19:00,DELIVERED,D254,1771,Wallet,2.7
O199405,C6714,R985,Chennai,Mumbai,2026-01-29 00:53:00,2026-01-29 01:03:00,2026-01-29 01:38:00,PICKED,D355,811,Wallet,
O199406,C1886,R458,Chennai,Delhi,2026-01-16 22:05:00,2026-01-16 22:33:00,2026-01-16 23:10:00,CANCELLED,D615,,COD,
O199407,C3415,R220,Hyderabad,Chennai,2026-02-02 03:16:00,,2026-02-02 03:34:00,DELIVERED,D545,709,COD,1.2
O199408,C1335,R594,Kolkata,Chennai,2026-02-02 01:17:00,2026-02-02 01:39:00,2026-02-02 02:20:00,DELIVERED,D957,invalid,UPI,3.5
O199409,C4322,R429,Delhi,Bangalore,2026-01-05 10:09:00,2026-01-05 10:35:00,2026-01-05 11:04:00,PLACED,D789,1762,Wallet,
O199410,C9098,R184,Mumbai,Bangalore,2026-01-03 19:18:00,2026-01-03 19:26:00,2026-01-03 19:43:00,PICKED,D758,2118,UPI,
O199411,C8997,R360,Hyderabad,Pune,2026-01-21 05:14:00,2026-01-21 05:40:00,,DELIVERED,D299,1092,CreditCard,1.3
O199412,C1100,R968,Bangalore,Delhi,2026/02/04 12:54:00,2026-02-04 12:54:00,2026-02-04 13:13:00,DELIVERED,D855,261,DebitCard,3.0
O199413,C4047,R740,Delhi,Pune,2026-01-23 01:10:00,2026-01-23 01:39:00,2026-01-23 01:29:00,PLACED,D395,921,CreditCard,
O199414,C8128,R826,Bangalore,Chennai,2026-01-18 21:22:00,2026-01-18 21:49:00,2026-01-18 22:27:00,PLACED,D738,1794,COD,
O199415,C9688,R167,Kolkata,Hyderabad,2026-01-09 03:42:00,2026-01-09 04:05:00,2026-01-09 04:29:00,CANCELLED,D630,2022,CreditCard,
